id,cut,color,clarity,x,y,z,price
32068,Good,D,VS2,4.66,4.72,2.98,6.667
32069,Premium,E,VS2,4.81,4.77,2.84,6.882
32070,Premium,F,VS1,5.91,5.88,3.59,7.958
32071,Premium,F,SI1,6.5,6.43,4.06,8.639
32072,Premium,H,SI1,6.19,6.23,3.86,8.209
32073,Ideal,G,VS2,6.69,6.71,4.14,8.882
32074,Premium,F,SI1,7.35,7.32,4.61,9.203
32075,Good,J,SI2,6.1,6.17,3.92,7.898
32076,Premium,D,SI2,5.21,5.19,3.04,7.072
32077,Premium,F,SI1,5.18,5.15,3.2,7.014
32078,Ideal,F,VS1,4.34,4.3,2.68,6.738
32079,Ideal,F,VS2,5.36,5.38,3.22,7.461
32080,Very Good,E,VS2,5.81,5.82,3.53,7.936
32081,Ideal,G,SI1,5.74,5.79,3.49,7.808
32082,Premium,F,SI2,6.51,6.49,3.78,8.407
32083,Fair,D,SI2,6.39,6.34,4.13,8.389
32084,Very Good,G,SI1,4.69,4.71,2.93,6.678
32085,Ideal,H,VS2,4.19,4.17,2.53,6.232
32086,Very Good,D,SI1,6.35,6.39,4.0,8.518
32087,Ideal,H,VS2,4.24,4.27,2.67,6.211
32088,Ideal,E,VS2,4.49,4.45,2.79,6.863
32089,Ideal,E,SI1,4.84,4.9,3.05,6.697
32090,Premium,H,SI2,7.93,7.9,4.99,9.675
32091,Ideal,D,VS1,5.16,5.13,3.17,7.633
32092,Premium,I,SI1,5.91,5.87,3.48,7.738
32093,Ideal,H,VS2,7.45,7.47,4.64,9.462
32094,Premium,I,SI2,8.25,8.21,4.89,9.571
32095,Ideal,D,VVS2,4.81,4.79,2.98,7.236
32096,Ideal,H,VVS2,4.4,4.43,2.7,6.469
32097,Premium,E,SI1,4.36,4.38,2.62,6.265
32098,Premium,I,VS1,6.54,6.51,4.08,8.492
32099,Fair,D,SI1,6.24,6.2,4.1,8.456
32100,Very Good,E,SI1,4.74,4.78,2.97,6.627
32101,Premium,I,SI1,7.63,7.58,4.68,9.225
32102,Good,E,SI1,4.73,4.78,3.0,6.558
32103,Ideal,H,SI2,6.79,6.77,4.11,8.208
32104,Premium,H,VS1,4.52,4.48,2.7,6.611
32105,Premium,E,SI2,6.41,6.34,3.89,8.343
32106,Premium,G,VVS2,6.42,6.36,3.91,8.863
32107,Premium,H,VS1,5.27,5.23,3.11,7.363
32108,Ideal,H,VVS2,4.39,4.42,2.73,6.469
32109,Premium,D,SI2,4.8,4.83,2.91,6.501
32110,Ideal,G,VS1,4.74,4.77,2.93,6.801
32111,Premium,D,VS2,6.71,6.68,3.99,8.893
32112,Very Good,E,VS2,5.67,5.72,3.6,7.98
32113,Premium,D,VS2,5.19,5.12,3.19,7.505
32114,Premium,G,VS2,6.48,6.55,3.92,8.659
32115,Very Good,D,SI2,6.3,6.38,4.06,8.55
32116,Ideal,H,VS1,4.39,4.42,2.76,6.261
32117,Very Good,F,VS2,6.34,6.38,4.0,8.757
32118,Premium,G,SI2,7.45,7.3,4.57,8.894
32119,Ideal,D,VS2,4.34,4.36,2.72,6.599
32120,Fair,F,I1,7.16,7.0,4.64,8.371
32121,Very Good,F,VVS2,7.33,7.36,4.5,9.753
32122,Very Good,G,SI1,5.7,5.73,3.47,7.637
32123,Premium,D,SI1,6.73,6.67,3.94,8.632
32124,Ideal,E,VS2,4.56,4.59,2.83,6.671
32125,Very Good,G,SI2,6.61,6.56,4.16,8.486
32126,Very Good,G,VS1,4.23,4.27,2.67,6.405
32127,Good,H,SI1,6.3,6.33,4.02,8.456
32128,Very Good,D,SI1,4.61,4.64,2.88,6.524
32129,Ideal,D,VS2,4.35,4.38,2.67,6.599
32130,Ideal,E,VVS2,4.3,4.32,2.64,6.855
32131,Premium,H,VS2,5.71,5.68,3.46,7.704
32132,Ideal,F,VVS1,4.47,4.44,2.75,6.929
32133,Premium,G,SI1,4.45,4.41,2.7,6.417
32134,Premium,I,VS1,4.4,4.34,2.64,6.41
32135,Ideal,E,SI1,4.76,4.72,2.98,6.876
32136,Ideal,F,VVS1,4.43,4.47,2.75,6.862
32137,Premium,G,VVS2,4.35,4.38,2.72,6.593
32138,Very Good,G,VS2,4.25,4.28,2.64,6.155
32139,Premium,E,VVS1,6.59,6.4,4.04,9.293
32140,Ideal,H,VS2,6.95,6.89,4.27,8.912
32141,Ideal,I,VS2,4.95,4.91,3.07,6.859
32142,Premium,I,SI1,4.34,4.37,2.67,6.011
32143,Ideal,F,VS2,5.07,5.1,3.19,7.433
32144,Ideal,F,VVS1,5.28,5.27,3.25,7.999
32145,Good,H,VS2,7.48,7.58,4.71,9.451
32146,Very Good,E,VVS2,6.46,6.51,4.11,9.178
32147,Ideal,E,SI1,5.18,5.23,3.13,7.236
32148,Ideal,H,SI1,7.36,7.28,4.61,9.225
32149,Very Good,G,SI2,7.22,7.3,4.56,9.064
32150,Ideal,E,VVS2,4.71,4.74,2.83,6.916
32151,Ideal,D,SI1,4.33,4.29,2.63,6.564
32152,Very Good,H,SI1,4.28,4.31,2.7,6.043
32153,Very Good,G,SI1,4.27,4.3,2.68,6.068
32154,Very Good,F,VS2,5.27,5.39,3.36,7.419
32155,Ideal,D,VS2,5.36,5.32,3.28,7.633
32156,Very Good,D,SI1,6.18,6.22,3.84,8.415
32157,Ideal,H,SI2,7.18,7.23,4.41,8.866
32158,Ideal,H,SI2,8.72,8.67,5.39,9.75
32159,Premium,D,VVS1,5.25,5.28,3.23,8.069
32160,Ideal,F,VVS2,5.22,5.19,3.24,7.736
32161,Good,F,SI2,5.71,5.75,3.63,7.612
32162,Ideal,G,VVS1,4.91,4.95,3.03,7.168
32163,Ideal,G,IF,6.59,6.54,4.04,9.162
32164,Ideal,G,SI2,6.45,6.52,4.09,8.393
32165,Ideal,E,VVS2,4.12,4.16,2.56,6.433
32166,Ideal,J,VS2,6.93,6.87,4.33,8.665
32167,Premium,H,SI1,6.81,6.72,4.09,8.464
32168,Fair,H,VS2,8.0,7.95,5.14,9.829
32169,Ideal,D,SI1,5.46,5.43,3.32,7.556
32170,Good,I,SI1,7.21,7.18,4.59,8.707
32171,Ideal,I,VS1,5.86,5.9,3.61,7.877
32172,Premium,F,VS2,5.73,5.69,3.51,7.881
32173,Very Good,F,IF,6.63,6.69,4.07,9.275
32174,Very Good,E,SI2,5.67,5.71,3.58,7.77
32175,Ideal,H,VVS1,4.11,4.16,2.53,6.148
32176,Ideal,G,VS1,4.44,4.48,2.76,6.501
32177,Ideal,H,SI2,7.29,7.26,4.54,9.044
32178,Very Good,D,VS2,4.32,4.35,2.7,6.599
32179,Premium,I,VVS1,5.05,4.98,3.15,7.35
32180,Ideal,J,SI1,7.23,7.16,4.47,8.787
32181,Ideal,G,SI1,7.43,7.49,4.61,9.358
32182,Good,H,VS2,6.11,6.17,3.89,8.354
32183,Ideal,F,VVS1,6.56,6.62,4.04,9.198
32184,Premium,G,SI1,5.9,5.85,3.62,7.885
32185,Premium,I,SI2,7.86,7.83,4.63,9.032
32186,Premium,E,SI2,4.56,4.61,2.82,6.225
32187,Ideal,D,SI2,4.76,4.8,2.99,6.526
32188,Premium,J,SI1,4.37,4.41,2.73,5.9
32189,Very Good,E,VS1,5.94,5.96,3.63,8.179
32190,Good,I,VS1,4.3,4.28,2.74,6.443
32191,Ideal,D,VVS2,4.56,4.64,2.87,6.753
32192,Ideal,I,VS2,5.09,5.11,3.18,7.012
32193,Ideal,E,SI1,4.64,4.7,2.89,6.551
32194,Ideal,I,SI2,5.87,5.92,3.63,7.794
32195,Ideal,G,SI1,5.97,6.02,3.73,8.068
32196,Ideal,I,VS1,6.78,6.81,4.23,8.702
32197,Ideal,D,VS2,5.15,5.17,3.18,7.488
32198,Very Good,E,I1,5.23,5.15,3.04,6.844
32199,Ideal,H,VVS1,4.27,4.24,2.68,6.778
32200,Very Good,F,SI1,6.05,6.08,3.84,8.295
32201,Premium,F,VS1,5.82,5.88,3.67,8.119
32202,Good,G,VS2,5.63,5.67,3.59,7.615
32203,Ideal,H,VS1,4.35,4.37,2.69,6.323
32204,Very Good,G,SI2,6.74,6.8,3.96,8.48
32205,Premium,F,SI1,4.57,4.52,2.84,6.673
32206,Very Good,G,SI1,4.67,4.69,2.9,6.627
32207,Ideal,G,VVS1,5.28,5.3,3.28,7.697
32208,Ideal,G,SI2,5.73,5.69,3.53,7.532
32209,Premium,J,VS2,5.42,5.52,3.35,7.061
32210,Ideal,F,SI2,6.23,6.15,3.86,8.264
32211,Premium,H,VS2,4.33,4.31,2.69,6.41
32212,Ideal,D,IF,4.46,4.52,2.79,7.735
32213,Ideal,F,VVS2,5.2,5.24,3.2,7.678
32214,Premium,G,VVS1,4.37,4.4,2.66,6.704
32215,Ideal,D,VS2,5.11,5.07,3.17,7.52
32216,Ideal,G,VS1,5.36,5.33,3.24,7.557
32217,Good,D,SI2,4.79,4.82,3.04,6.506
32218,Good,D,SI1,6.39,6.47,4.1,8.669
32219,Ideal,H,SI2,6.89,6.93,4.23,8.649
32220,Ideal,D,SI2,4.38,4.4,2.71,6.168
32221,Premium,G,VVS2,6.41,6.45,3.98,8.965
32222,Very Good,G,SI2,6.84,6.86,4.19,8.63
32223,Very Good,D,VVS2,4.38,4.41,2.66,6.917
32224,Very Good,F,SI1,6.11,6.17,3.85,8.285
32225,Very Good,J,SI2,8.16,8.21,5.1,9.395
32226,Ideal,G,VVS2,4.7,4.73,2.94,6.821
32227,Ideal,D,I1,4.47,4.49,2.8,6.023
32228,Premium,J,VS1,8.36,8.41,5.23,9.741
32229,Premium,G,VS2,4.72,4.66,2.8,6.85
32230,Ideal,D,VS1,5.77,5.82,3.5,8.182
32231,Fair,G,SI1,6.69,6.62,4.3,8.764
32232,Premium,F,VS2,4.3,4.27,2.63,6.654
32233,Good,E,SI1,6.06,6.03,3.5,7.909
32234,Premium,H,SI2,6.74,6.8,4.02,8.378
32235,Premium,F,VVS2,4.79,4.82,2.89,7.017
32236,Premium,E,SI2,4.46,4.42,2.77,6.417
32237,Very Good,G,VS1,4.88,4.91,2.98,6.849
32238,Premium,H,VS2,4.64,4.61,2.84,6.619
32239,Very Good,F,VS1,6.32,6.34,4.0,8.869
32240,Premium,G,VS2,7.77,7.75,4.73,9.776
32241,Fair,H,SI1,7.17,7.11,4.67,9.147
32242,Ideal,E,SI1,6.47,6.5,4.02,8.418
32243,Ideal,E,SI1,4.4,4.44,2.72,6.277
32244,Ideal,F,SI2,6.52,6.49,4.01,8.452
32245,Fair,D,SI1,6.05,6.1,4.02,8.541
32246,Ideal,D,VS1,4.49,4.54,2.77,6.659
32247,Very Good,E,SI1,4.71,4.74,2.94,6.542
32248,Ideal,H,SI2,7.0,6.97,4.35,8.736
32249,Ideal,E,VS1,4.67,4.63,2.88,6.974
32250,Ideal,G,IF,4.3,4.33,2.68,6.76
32251,Good,H,VS1,4.25,4.28,2.73,6.29
32252,Very Good,F,VVS1,4.39,4.42,2.56,6.755
32253,Premium,I,VS1,4.29,4.33,2.7,6.192
32254,Premium,G,SI1,7.68,7.62,4.5,9.284
32255,Good,H,SI1,4.33,4.3,2.75,6.382
32256,Premium,H,SI1,6.26,6.19,3.78,8.224
32257,Ideal,F,IF,5.19,5.21,3.19,7.885
32258,Very Good,D,SI1,5.97,5.95,3.76,7.991
32259,Fair,J,VS1,8.09,7.94,4.56,9.139
32260,Good,H,SI2,4.27,4.24,2.72,6.184
32261,Ideal,F,VVS1,5.31,5.33,3.22,7.765
32262,Premium,D,SI1,6.53,6.62,3.98,8.641
32263,Premium,E,VS2,4.33,4.29,2.7,6.771
32264,Premium,E,VS2,4.9,4.93,2.97,6.911
32265,Ideal,D,VS2,4.79,4.77,2.94,6.981
32266,Very Good,G,VVS2,5.13,5.16,3.18,7.555
32267,Very Good,E,VVS2,4.66,4.68,2.88,6.908
32268,Ideal,E,VS2,5.23,5.16,3.18,7.504
32269,Premium,D,SI2,6.84,6.74,4.25,8.622
32270,Ideal,F,VVS2,5.78,5.81,3.55,8.247
32271,Ideal,G,VVS1,4.61,4.64,2.87,6.88
32272,Ideal,I,VS1,4.15,4.18,2.59,6.068
32273,Ideal,F,VS2,4.28,4.32,2.65,6.405
32274,Ideal,E,SI1,4.4,4.44,2.72,6.525
32275,Good,G,SI1,4.5,4.53,2.86,6.286
32276,Ideal,I,SI1,6.54,6.57,4.04,8.648
32277,Good,D,SI1,5.63,5.6,3.6,7.843
32278,Premium,G,SI1,7.32,7.37,4.54,9.315
32279,Ideal,E,VS2,4.39,4.42,2.71,6.465
32280,Premium,H,VVS2,7.46,7.41,4.49,9.4
32281,Very Good,I,VVS1,4.68,4.65,2.96,6.985
32282,Fair,F,SI1,7.9,7.84,5.15,9.698
32283,Premium,G,SI2,5.77,5.75,3.63,7.782
32284,Ideal,G,VS2,6.87,6.91,4.28,9.048
32285,Premium,E,SI1,4.55,4.49,2.72,6.611
32286,Ideal,G,IF,4.63,4.64,2.79,6.887
32287,Ideal,E,VS2,4.45,4.47,2.71,6.583
32288,Ideal,H,I1,7.63,7.58,4.77,8.881
32289,Very Good,F,SI2,6.41,6.48,4.05,8.353
32290,Very Good,H,VS2,4.71,4.73,2.85,6.77
32291,Ideal,F,SI1,5.98,6.05,3.67,8.051
32292,Ideal,D,SI1,6.51,6.45,4.04,8.566
32293,Premium,H,SI1,6.93,6.87,4.29,8.804
32294,Very Good,D,SI2,7.59,7.53,4.79,9.422
32295,Very Good,H,SI2,6.17,6.24,3.83,8.102
32296,Ideal,I,SI1,8.12,8.06,5.03,9.624
32297,Ideal,E,SI1,5.72,5.77,3.52,7.935
32298,Ideal,J,VVS1,5.69,5.71,3.51,7.573
32299,Very Good,I,SI1,6.51,6.53,3.93,8.266
32300,Very Good,F,VVS2,3.92,3.96,2.38,6.142
32301,Good,H,VS1,6.18,6.3,3.88,8.323
32302,Good,J,VS2,6.9,6.87,4.38,8.57
32303,Ideal,G,VS2,6.19,6.26,3.84,8.471
32304,Ideal,G,VVS1,4.73,4.76,2.95,6.965
32305,Ideal,H,VVS2,4.36,4.32,2.65,6.654
32306,Good,F,VS1,5.22,5.17,3.17,7.258
32307,Ideal,G,VVS2,5.11,5.04,3.19,7.568
32308,Good,I,VS2,7.24,7.18,4.6,8.933
32309,Premium,D,SI2,6.52,6.46,4.0,8.479
32310,Ideal,G,SI1,6.43,6.48,4.03,8.52
32311,Premium,E,VVS2,5.95,5.88,3.72,8.35
32312,Ideal,D,SI1,4.81,4.77,2.91,6.898
32313,Ideal,F,VVS2,4.78,4.8,2.93,7.017
32314,Very Good,F,SI2,5.94,5.99,3.46,7.818
32315,Premium,D,SI1,5.36,5.34,3.22,7.521
32316,Very Good,J,VS2,5.23,5.29,3.31,7.072
32317,Very Good,G,VS1,6.43,6.46,4.06,8.786
32318,Premium,E,SI1,6.28,6.23,3.74,8.461
32319,Ideal,G,VS1,5.33,5.3,3.3,7.575
32320,Ideal,H,VS1,5.22,5.27,3.27,7.399
32321,Premium,F,SI2,5.69,5.66,3.51,7.653
32322,Ideal,I,SI1,6.23,6.27,3.83,8.038
32323,Good,H,SI1,6.53,6.5,3.93,8.443
32324,Ideal,J,VS2,6.96,7.0,4.35,8.746
32325,Good,H,IF,5.16,5.27,3.19,7.272
32326,Good,G,SI2,6.13,6.2,3.78,8.118
32327,Premium,F,VS1,5.11,5.06,3.13,7.447
32328,Very Good,G,VS1,5.63,5.67,3.52,7.875
32329,Ideal,H,VS1,4.43,4.41,2.71,6.579
32330,Ideal,D,SI1,4.32,4.28,2.65,6.564
32331,Ideal,G,SI1,4.54,4.56,2.81,6.221
32332,Ideal,G,SI2,4.34,4.38,2.69,6.011
32333,Ideal,D,VS1,7.4,7.46,4.55,9.779
32334,Ideal,D,VS2,4.36,4.46,2.7,6.599
32335,Premium,G,VS2,6.74,6.68,4.17,8.953
32336,Fair,F,VS2,6.03,5.99,3.95,8.23
32337,Premium,E,VS2,5.08,5.05,3.19,7.444
32338,Ideal,F,SI1,7.44,7.36,4.59,9.408
32339,Premium,I,VS1,6.94,6.88,4.19,8.757
32340,Ideal,F,SI2,6.45,6.48,4.05,8.422
32341,Very Good,F,VS1,4.63,4.67,2.96,6.797
32342,Premium,I,VS2,7.35,7.29,4.56,9.105
32343,Fair,I,VS1,6.71,6.6,3.92,8.362
32344,Ideal,D,SI1,4.35,4.31,2.67,6.564
32345,Very Good,E,SI1,5.83,5.87,3.47,7.859
32346,Ideal,J,SI1,5.69,5.73,3.54,7.504
32347,Premium,F,VS1,7.36,7.32,4.29,9.244
32348,Good,G,VVS2,4.24,4.26,2.71,6.528
32349,Ideal,E,VS2,4.33,4.29,2.7,6.738
32350,Ideal,I,SI1,5.75,5.79,3.49,7.872
32351,Premium,D,SI1,5.29,5.24,3.16,7.469
32352,Very Good,G,VVS2,6.68,6.74,4.19,9.072
32353,Ideal,I,VS1,4.41,4.46,2.73,6.256
32354,Good,G,SI1,5.28,5.3,3.36,7.218
32355,Ideal,D,VS2,5.12,5.15,3.17,7.398
32356,Good,I,SI1,6.24,6.21,3.99,8.21
32357,Very Good,D,SI2,6.16,6.22,3.88,8.101
32358,Ideal,D,SI1,4.82,4.86,2.92,6.673
32359,Ideal,F,VS1,4.6,4.62,2.88,6.886
32360,Ideal,F,VS1,4.64,4.59,2.9,6.906
32361,Premium,F,VS1,6.79,6.76,4.19,9.068
32362,Very Good,J,VS1,4.74,4.78,2.92,6.472
32363,Premium,D,VS2,5.19,5.16,3.11,7.589
32364,Premium,G,VS1,5.22,5.26,3.2,7.47
32365,Ideal,I,VS2,8.2,8.26,5.12,9.782
32366,Ideal,F,SI1,7.39,7.37,4.62,9.427
32367,Ideal,F,VS2,6.47,6.5,4.02,8.865
32368,Ideal,F,VVS2,6.57,6.6,4.09,9.216
32369,Premium,H,SI2,5.99,5.93,3.71,7.76
32370,Ideal,E,VS1,4.35,4.36,2.64,6.6
32371,Ideal,I,SI2,6.55,6.59,4.03,8.317
32372,Premium,F,VS1,7.35,7.32,4.31,9.426
32373,Premium,D,VS2,5.31,5.27,3.22,7.597
32374,Very Good,E,SI2,5.69,5.74,3.54,7.721
32375,Premium,I,SI1,6.76,6.67,4.21,8.491
32376,Very Good,F,VS1,6.51,6.55,4.05,8.924
32377,Premium,G,SI2,6.78,6.72,3.98,8.402
32378,Very Good,F,SI1,6.53,6.54,4.11,8.52
32379,Very Good,H,VS2,6.47,6.49,4.05,8.663
32380,Ideal,F,SI1,4.34,4.37,2.64,6.412
32381,Ideal,G,VS2,5.15,5.18,3.2,7.345
32382,Ideal,G,VVS2,6.72,6.75,4.16,9.155
32383,Premium,E,VS2,5.14,5.1,3.2,7.435
32384,Very Good,D,SI2,7.75,7.81,4.88,9.655
32385,Fair,D,SI1,6.12,6.04,3.89,8.476
32386,Ideal,E,SI1,4.82,4.9,2.99,6.65
32387,Very Good,G,VS1,5.96,5.98,3.78,8.149
32388,Fair,D,SI1,5.56,5.41,3.63,7.844
32389,Ideal,D,SI1,4.33,4.35,2.71,6.347
32390,Ideal,G,VVS1,4.29,4.31,2.68,6.671
32391,Ideal,D,VVS2,4.33,4.36,2.68,6.702
32392,Ideal,J,SI1,6.95,7.04,4.37,8.754
32393,Ideal,J,VS1,8.16,8.13,5.0,9.729
32394,Ideal,J,VS1,4.5,4.52,2.78,6.111
32395,Very Good,G,VVS2,6.42,6.46,3.83,8.916
32396,Ideal,E,VS1,4.44,4.47,2.78,6.704
32397,Fair,H,SI1,6.14,6.07,4.0,7.963
32398,Premium,E,VS2,4.28,4.31,2.65,6.346
32399,Ideal,I,VS2,6.49,6.52,4.04,8.745
32400,Good,D,SI1,6.37,6.42,3.87,8.621
32401,Good,G,SI1,4.3,4.26,2.73,6.353
32402,Ideal,F,VVS2,4.68,4.75,2.92,7.0
32403,Very Good,D,SI2,4.49,4.52,2.84,6.217
32404,Premium,J,VS1,8.09,8.14,5.07,9.614
32405,Ideal,I,VS2,5.4,5.39,3.16,7.191
32406,Very Good,H,SI1,6.65,6.61,4.21,8.79
32407,Very Good,E,SI2,5.17,5.21,3.15,7.007
32408,Good,D,SI2,5.28,5.32,3.13,7.228
32409,Good,G,VVS1,4.27,4.31,2.72,6.671
32410,Ideal,D,VVS2,6.52,6.54,4.05,9.379
32411,Premium,H,VS2,5.72,5.77,3.5,7.768
32412,Ideal,F,VS1,7.0,6.93,4.34,9.299
32413,Ideal,G,SI2,6.51,6.61,3.98,8.384
32414,Ideal,G,VS1,6.41,6.45,4.02,8.885
32415,Ideal,J,VS2,5.81,5.84,3.63,7.562
32416,Premium,D,VS1,4.51,4.48,2.71,6.838
32417,Very Good,G,SI2,4.87,4.89,2.99,6.592
32418,Ideal,I,SI2,8.28,8.31,5.06,9.658
32419,Premium,G,VVS2,4.31,4.27,2.7,6.81
32420,Ideal,F,VVS2,4.36,4.39,2.71,6.667
32421,Premium,J,SI1,6.27,6.22,3.87,8.094
32422,Ideal,H,SI2,8.21,8.14,4.97,9.369
32423,Very Good,D,VVS2,5.23,5.31,3.19,7.841
32424,Premium,D,SI2,5.61,5.57,3.51,7.761
32425,Premium,E,VS2,5.12,5.07,3.13,7.465
32426,Ideal,F,SI1,5.87,5.9,3.63,7.894
32427,Very Good,G,VS2,5.63,5.59,3.55,7.885
32428,Very Good,H,VS1,5.72,5.77,3.61,7.699
32429,Ideal,J,VS2,6.17,6.12,3.73,7.773
32430,Very Good,G,VVS1,4.25,4.28,2.62,6.409
32431,Good,H,SI2,7.38,7.35,4.7,9.124
32432,Premium,G,SI1,4.28,4.24,2.68,6.353
32433,Very Good,H,VVS2,4.23,4.28,2.68,6.405
32434,Very Good,E,SI1,4.69,4.74,2.98,6.503
32435,Ideal,D,IF,4.15,4.12,2.58,6.795
32436,Premium,E,VVS1,4.35,4.37,2.68,6.829
32437,Very Good,G,IF,4.2,4.22,2.56,6.339
32438,Premium,I,VS2,7.02,6.99,4.38,8.751
32439,Ideal,F,VS1,5.26,5.3,3.21,7.57
32440,Ideal,E,VS1,5.8,5.82,3.57,8.152
32441,Ideal,G,VVS2,5.48,5.51,3.38,7.959
32442,Premium,J,SI1,5.75,5.73,3.52,7.51
32443,Very Good,D,SI2,5.74,5.78,3.53,7.898
32444,Very Good,E,SI1,4.68,4.74,2.92,6.603
32445,Very Good,G,VS2,6.74,6.66,4.24,8.954
32446,Very Good,J,SI1,4.36,4.4,2.7,5.924
32447,Very Good,F,VS1,4.74,4.76,2.96,6.993
32448,Ideal,F,SI1,6.55,6.5,4.0,8.68
32449,Ideal,H,VS1,4.12,4.14,2.55,6.105
32450,Premium,I,SI2,4.84,4.78,2.96,6.564
32451,Very Good,F,VS2,4.25,4.3,2.51,6.153
32452,Very Good,F,SI2,6.07,6.11,3.86,8.19
32453,Ideal,I,VVS2,4.55,4.58,2.8,6.485
32454,Premium,D,SI1,4.47,4.49,2.74,6.439
32455,Ideal,G,SI2,5.15,5.19,3.17,6.995
32456,Premium,E,VS1,4.57,4.6,2.82,6.589
32457,Very Good,I,SI2,7.71,7.76,4.73,9.22
32458,Ideal,E,VS2,5.68,5.71,3.53,8.037
32459,Very Good,G,VS2,5.65,5.71,3.53,7.974
32460,Ideal,E,VS1,4.62,4.65,2.88,6.908
32461,Good,E,SI2,5.89,5.85,3.39,7.714
32462,Premium,I,VS1,8.7,8.65,5.36,9.84
32463,Premium,I,VS1,6.82,6.77,4.05,8.515
32464,Good,F,SI1,4.3,4.33,2.74,6.246
32465,Good,I,VS1,7.26,7.32,4.46,9.135
32466,Premium,I,SI2,6.53,6.47,4.03,8.236
32467,Ideal,F,VS2,6.49,6.51,3.99,8.826
32468,Good,I,SI2,8.17,8.14,5.2,9.579
32469,Ideal,G,SI2,5.34,5.54,3.42,7.249
32470,Very Good,F,VVS2,3.98,4.0,2.45,6.41
32471,Ideal,H,VS1,6.97,7.02,4.32,9.135
32472,Premium,D,VS1,4.87,4.84,2.95,7.119
32473,Very Good,G,VS2,6.79,6.82,4.24,9.029
32474,Ideal,G,VS2,4.43,4.46,2.68,6.33
32475,Premium,H,VS1,6.12,6.07,3.82,8.351
32476,Ideal,I,VVS2,4.73,4.7,2.94,6.942
32477,Premium,E,VS2,4.38,4.33,2.61,6.738
32478,Ideal,F,VS1,4.75,4.79,2.95,6.915
32479,Ideal,E,SI2,6.74,6.65,3.98,8.232
32480,Ideal,G,VVS1,5.2,5.23,3.24,7.596
32481,Ideal,I,VVS1,4.33,4.3,2.68,6.564
32482,Ideal,G,SI1,5.06,5.08,3.13,7.12
32483,Very Good,D,SI2,6.38,6.35,4.03,8.456
32484,Premium,H,VS2,7.03,6.95,4.28,8.875
32485,Ideal,I,VS1,6.0,6.05,3.71,8.002
32486,Ideal,I,SI2,7.0,6.94,4.32,8.587
32487,Ideal,E,SI1,5.33,5.3,3.3,7.455
32488,Premium,G,VS2,7.52,7.49,4.68,9.57
32489,Ideal,H,SI2,6.49,6.43,3.98,7.957
32490,Premium,D,SI2,4.53,4.49,2.74,6.477
32491,Premium,H,VS2,8.06,8.1,5.06,9.797
32492,Good,I,VS1,7.3,7.33,4.65,9.227
32493,Premium,G,VS2,7.54,7.45,4.49,9.488
32494,Ideal,G,VS2,4.33,4.38,2.65,6.196
32495,Very Good,I,VS1,4.34,4.4,2.64,6.159
32496,Premium,I,VS1,7.82,7.73,4.71,9.328
32497,Ideal,I,IF,4.35,4.37,2.71,6.512
32498,Very Good,G,VVS2,6.74,6.78,4.2,9.142
32499,Fair,F,VS1,6.27,6.19,4.02,8.763
32500,Good,G,SI2,4.98,5.02,3.19,6.917
32501,Ideal,I,VS2,5.8,5.84,3.57,7.922
32502,Ideal,E,VS1,4.6,4.65,2.9,6.908
32503,Premium,I,VS2,7.53,7.46,4.42,9.111
32504,Good,I,VS2,4.6,4.61,2.87,6.474
32505,Premium,F,VS2,4.83,4.79,2.87,6.985
32506,Premium,G,SI2,4.39,4.35,2.74,6.292
32507,Ideal,G,VVS2,4.52,4.48,2.75,6.903
32508,Ideal,E,SI1,4.47,4.46,2.8,6.64
32509,Very Good,E,VS2,4.71,4.74,2.99,6.813
32510,Premium,F,VS1,5.16,5.13,3.08,7.418
32511,Good,H,VS1,7.2,7.29,4.59,9.236
32512,Ideal,F,IF,4.4,4.44,2.69,6.834
32513,Very Good,D,SI1,5.31,5.34,3.35,7.391
32514,Good,E,I1,6.67,6.72,4.24,8.223
32515,Fair,H,VS2,5.49,5.51,3.57,7.591
32516,Premium,I,SI1,8.25,8.16,4.99,9.648
32517,Ideal,E,VS1,4.47,4.5,2.69,6.438
32518,Premium,E,SI2,6.34,6.3,3.97,8.343
32519,Very Good,F,SI2,6.13,6.17,3.88,8.157
32520,Very Good,E,VS1,3.93,3.99,2.39,5.935
32521,Very Good,F,SI1,5.94,5.97,3.66,8.022
32522,Premium,F,SI1,7.27,7.29,4.53,9.277
32523,Premium,H,SI1,6.84,6.76,4.16,8.622
32524,Premium,G,VS1,5.2,5.16,3.16,7.372
32525,Ideal,F,VS1,5.26,5.32,3.23,7.642
32526,Very Good,G,VS2,5.69,5.72,3.53,7.89
32527,Premium,F,SI1,7.61,7.65,4.59,9.257
32528,Very Good,G,VS2,6.72,6.66,4.22,8.911
32529,Good,D,SI2,6.21,6.3,4.02,8.31
32530,Very Good,I,VS2,4.34,4.36,2.68,6.091
32531,Good,G,VS2,5.84,5.81,3.74,7.92
32532,Premium,D,SI2,5.78,5.73,3.43,7.793
32533,Premium,E,SI2,7.38,7.33,4.61,9.104
32534,Ideal,I,VS1,5.92,5.95,3.67,7.937
32535,Fair,G,SI2,6.42,6.48,3.86,8.247
32536,Ideal,H,SI1,6.8,6.86,4.25,8.836
32537,Premium,G,VS2,4.41,4.45,2.72,6.361
32538,Very Good,H,SI2,6.15,6.19,3.77,8.004
